"component","status code","not found","skipped","accepted","total","result","count"
"Total","0","197","13364","641","40881","106","40881"
"address","200","0","51","3","152","TRUE","152"
"addtoany","200","0","7","1","45","TRUE","45"
"admin-toolbar","200","0","68","4","135","TRUE","135"
"better-exposed-filters","200","0","7","1","136","TRUE","136"
"block-field","200","0","11","0","38","FALSE","38"
"bootstrap","200","2","236","20","399","TRUE","399"
"captcha","200","0","13","4","248","TRUE","248"
"coder","200","0","11","1","56","TRUE","56"
"config-update","200","0","45","0","79","FALSE","79"
"consumers","200","0","6","1","40","TRUE","40"
"content-lock","200","1","112","0","115","FALSE","115"
"crop","200","1","96","0","116","FALSE","116"
"csv-serialization","200","0","1","0","4","FALSE","4"
"ctools","200","0","14","3","118","TRUE","118"
"data-policy","200","0","44","28","131","TRUE","131"
"dbee","200","0","2","0","44","FALSE","44"
"devel","200","0","61","1","379","TRUE","379"
"disable-user-1-edit","200","0","0","0","11","FALSE","11"
"dynamic-entity-reference","200","0","34","1","79","TRUE","79"
"editor-advanced-link","200","0","1","1","17","TRUE","17"
"embed","200","0","35","0","48","FALSE","48"
"entity","200","0","51","3","83","TRUE","83"
"entity-reference-revisions","200","0","54","0","82","FALSE","82"
"eu-cookie-compliance","200","0","73","1","289","TRUE","289"
"exif-orientation","200","0","1","0","3","FALSE","3"
"externalauth","200","0","1","1","15","TRUE","15"
"features","200","1","69","0","260","FALSE","260"
"field-group","200","0","76","0","153","FALSE","153"
"file-mdm","200","0","3","0","46","FALSE","46"
"flag","200","2","101","2","341","TRUE","341"
"gender","200","0","6","0","98","FALSE","98"
"geocoder","200","0","8","0","148","FALSE","148"
"google-analytics","200","0","6","11","196","TRUE","196"
"google-tag","200","0","5","2","107","TRUE","107"
"group","200","1","134","3","388","TRUE","388"
"image-effects","200","0","87","2","506","TRUE","506"
"image-widget-crop","200","0","68","1","121","TRUE","121"
"inline-entity-form","200","0","44","2","69","TRUE","69"
"jsonapi","200","0","4","0","24","FALSE","24"
"key","200","0","25","0","170","FALSE","170"
"kpi-analytics","200","0","2","4","24","TRUE","24"
"language-access","200","0","0","0","4","FALSE","4"
"layout-builder-restrictions","200","0","4","2","70","TRUE","70"
"lazy","200","0","1","0","125","FALSE","125"
"like-and-dislike","200","0","6","2","40","TRUE","40"
"link-css","200","0","1","0","11","FALSE","11"
"login-tracker","200","0","0","1","36","TRUE","36"
"mailsystem","200","0","31","0","46","FALSE","46"
"message","200","3","65","2","180","TRUE","180"
"metatag","200","0","27","11","990","TRUE","990"
"openapi","200","0","1","0","24","FALSE","24"
"openapi-ui","200","0","0","0","5","FALSE","5"
"openapi-ui-redoc","200","0","0","0","4","FALSE","4"
"override-node-options","200","0","2","8","23","TRUE","23"
"paragraphs","200","3","197","3","331","TRUE","331"
"pathauto","200","2","171","0","187","FALSE","187"
"poll","200","0","46","0","130","FALSE","130"
"private-message","200","0","46","3","245","TRUE","245"
"profile","200","0","36","1","113","TRUE","113"
"r4032login","200","0","9","2","60","TRUE","60"
"real-aes","200","0","2","0","9","FALSE","9"
"recaptcha","200","0","6","1","61","TRUE","61"
"redirect","200","0","12","2","201","TRUE","201"
"redis","200","0","1","1","31","TRUE","31"
"role-delegation","200","0","1","2","13","TRUE","13"
"schemata","200","0","2","0","13","FALSE","13"
"search-api","200","0","179","1","950","TRUE","950"
"search-api-exclude-entity","200","0","1","3","18","TRUE","18"
"search-api-location","200","0","2","1","76","TRUE","76"
"shariff","200","0","6","3","123","TRUE","123"
"simple-oauth","200","0","17","0","194","FALSE","194"
"simplesamlphp-auth","200","0","1","0","102","FALSE","102"
"social-api","200","0","2","4","18","TRUE","18"
"social-auth","200","0","5","1","77","TRUE","77"
"social-course","200","1","37","41","162","TRUE","162"
"social-geolocation","200","0","6","12","46","TRUE","46"
"social-json-api","200","0","1","0","16","FALSE","16"
"social-kpi-lite","200","0","4","4","16","TRUE","16"
"socialbase","200","4","107","2","189","TRUE","189"
"socialblue","200","5","68","10","142","TRUE","142"
"swiftmailer","200","0","27","1","112","TRUE","112"
"taxonomy-access-fix","200","0","0","3","5","TRUE","5"
"token","200","2","161","0","190","FALSE","190"
"update-helper","200","0","1","0","32","FALSE","32"
"url-embed","200","0","22","1","40","TRUE","40"
"views-bulk-operations","200","1","21","3","98","TRUE","98"
"views-infinite-scroll","200","0","2","0","21","FALSE","21"
"votingapi","200","0","45","7","173","TRUE","173"
"weight","200","0","2","0","17","FALSE","17"
"distribution","200","53","1921","0","3384","FALSE","3384"
"drupal-core","200","59","2536","27","3634","TRUE","3634"
"drupal-core","200","21","2594","33","3634","TRUE","3634"
"drupal-core","200","21","2759","16","3634","TRUE","3634"
"social-badge","200","0","3","6","27","TRUE","27"
"social-birthday","200","0","14","0","41","FALSE","41"
"social-captcha","200","0","1","0","5","FALSE","5"
"comment-permission","200","0","1","2","5","TRUE","5"
"social-disabler","200","0","1","0","10","FALSE","10"
"social-elasticsearch","200","0","1","0","3","FALSE","3"
"hubspot-analytics","200","0","14","0","20","FALSE","20"
"social-poll","200","0","8","0","13","FALSE","13"
"sticky-comment","200","0","4","4","14","TRUE","14"
"social-translation-manager","200","0","1","0","22","FALSE","22"
"gpch-core","200","0","0","0","10","FALSE","10"
"gpi-migrate","200","0","8","0","95","FALSE","95"
"gpi-orchestrator","200","0","0","0","16","FALSE","16"
"gpi-validation","200","0","0","0","7","FALSE","7"
"oauth2-client","200","0","1","3","48","TRUE","48"
"acquia-connector","200","0","1","0","247","FALSE","247"
"advancedqueue","200","0","1","2","121","TRUE","121"
"ajax-comments","200","0","0","1","18","TRUE","18"
"contact-storage","200","0","4","1","121","TRUE","121"
"encrypt","200","0","10","0","80","FALSE","80"
"facets","200","5","49","2","454","TRUE","454"
"geolocation","200","0","6","5","1436","TRUE","1436"
"gin","200","0","1","1","102","TRUE","102"
"gin-toolbar","200","0","1","0","9","FALSE","9"
"graphql","200","0","5","0","310","FALSE","310"
"jquery-ui","200","0","1","0","6","FALSE","6"
"jquery-ui-accordion","200","0","1","0","7","FALSE","7"
"jquery-ui-datepicker","200","0","1","0","57","FALSE","57"
"jquery-ui-slider","200","0","1","0","7","FALSE","7"
"jquery-ui-touch-punch","200","0","1","0","7","FALSE","7"
"lightning-api","200","0","0","0","38","FALSE","38"
"lightning-core","200","0","2","0","71","FALSE","71"
"message-notify","200","0","0","0","9","FALSE","9"
"migrate-plus","200","0","20","0","166","FALSE","166"
"migrate-source-csv","200","0","0","0","16","FALSE","16"
"migrate-tools","200","0","20","0","120","FALSE","120"
"openapi-jsonapi","200","0","0","0","35","FALSE","35"
"openapi-rest","200","0","0","0","12","FALSE","12"
"openapi-ui-swagger","200","0","0","0","4","FALSE","4"
"scheduler","200","0","2","0","260","FALSE","260"
"select2","200","0","1","0","38","FALSE","38"
"social-tour","200","0","0","0","43","FALSE","43"
"typed-data","200","0","0","0","51","FALSE","51"
"ultimate-cron","200","0","1","0","270","FALSE","270"
"variationcache","200","0","0","0","2","FALSE","2"
"video-embed-field","200","0","14","0","79","FALSE","79"
"webform","200","0","10","2","2915","TRUE","2915"
"webform","200","0","7","3","2915","TRUE","2915"
"social-avatar","200","0","1","0","26","FALSE","26"
"social-certificate","200","0","1","0","35","FALSE","35"
"gpfr-core","200","0","0","0","3","FALSE","3"
"gpde-core","200","0","0","0","3","FALSE","3"
"gpde-helper","200","0","0","0","3","FALSE","3"
"gpde-orchestrator","200","0","0","0","16","FALSE","16"
